"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Тест удаляет всех клиентов, у которых длина имени ближе всего к средней длине всех имён.
    Алгоритм:
    1. Вычисляется средняя длина всех имён
    2. Находятся имена с минимальным отклонением от средней длины
    3. Все подходящие клиенты удаляются
    4. Проверяется отсутствие удалённых клиентов в таблице
    ","27001","Успешно удалено 2 клиентов из 2 кандидатов","tests","Sun Mar 30 17:34:08 GMT+04:00 2025","passed","Sun Mar 30 17:34:35 GMT+04:00 2025","TestCustomerDeletion","test_delete_customer","",""
